id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33483403,African jungle in the heart of Berlin,248251386,Amy,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50944,13.45912,Private room,30,1,1,2019-04-22,1,2,18
33484684,Loft with private garden in Kreuzberg,23668906,Lukas,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4909,13.4031,Entire home/apt,100,5,3,2019-05-11,3,1,9
33485334,Spacious and Bright Central Room in Best Location,252315229,David,Mitte,Brunnenstr. Süd,52.53671,13.40028,Private room,44,1,2,2019-04-19,1.76,1,1
33486625,"Best location, shared room Berlin.",206367813,Henry,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48813,13.39347,Shared room,18,30,0,,,5,302
33486724,Cozy Crib in Berlin MItte (Wedding),61974940,Tom,Mitte,Parkviertel,52.5485,13.34476,Entire home/apt,50,3,3,2019-04-30,2.31,1,0
33488888,Große Zimmer in Wedding / Reinickendorf Raum 1,100143918,Steffen,Reinickendorf,Ost 1,52.56275,13.37746,Private room,25,2,3,2019-04-29,3,2,4
33489068,Großzügige 170 qm Dachgeschosswohnung mit Terasse,12872761,Juliane,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49206,13.32988,Entire home/apt,160,3,0,,,1,31
33489715,Blaue Botschaft mit Garten mitten in Berlin,252128965,Anja,Pankow,Prenzlauer Berg Nordwest,52.55703,13.41066,Entire home/apt,90,5,0,,,1,0
33490073,Cozy Room close to Messe Nord,97409051,Taylor,Charlottenburg-Wilm.,Neue Kantstraße,52.50352,13.28789,Private room,49,2,0,,,1,5
33490686,Calm and sunny flat near Kreuzberg 36,252358795,Maciej,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50398,13.40689,Entire home/apt,50,3,5,2019-05-11,5,1,8
33492162,Gemütliche 3 Raum Wohnung in Friedrichshain,21167234,Christian,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51071,13.45702,Entire home/apt,70,29,0,,,1,163
33492424,"Central & cosy appartment, Pankow/Prenzlauer Berg",252378126,Don,Pankow,Pankow Süd,52.55965,13.41294,Private room,39,3,3,2019-04-28,2.65,1,20
33495918,"Very central Souterrain, 24m2, own toilet/shower",251751944,Chris,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49211,13.39365,Private room,49,1,2,2019-04-21,2,1,34
33502340,Cosy flat in the heart of Berlin,13572878,Leo,Pankow,Prenzlauer Berg Süd,52.53724,13.43182,Entire home/apt,150,3,2,2019-04-28,2,1,0
33503169,Comfortable temporary room,239591426,Ali,Lichtenberg,Friedrichsfelde Süd,52.49782,13.50999,Private room,20,1,0,,,1,300
33503226,Top Floor Loft in Kreuzberg,34578068,Jennifer,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49937,13.40092,Private room,75,5,0,,,1,11
33504200,"Cosy, calm & bright apartment at Helmholtzplatz",33181992,Victoria,Pankow,Helmholtzplatz,52.54431,13.41969,Entire home/apt,29,20,0,,,1,241
33506247,Green Homeoffice with terrace near Alexanderplatz,14996711,Duc,Mitte,Alexanderplatz,52.51761,13.42076,Private room,38,1,4,2019-04-27,2.86,1,0
33506985,Cheap Room in Spandau Staaken,118171328,Rainer,Spandau,Heerstraße Nord,52.52457,13.15426,Private room,25,2,3,2019-05-05,3,3,37
33507131,Central in Kreuzberg-Schöneberg/only to woman!,26869026,Sam,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48871,13.38319,Private room,30,3,1,2019-04-23,1,1,4
33508080,Guardian,252506507,Rainer,Mitte,Regierungsviertel,52.5105,13.39832,Entire home/apt,89,3,9,2019-05-13,7.11,2,241
33508961,NY Style Loft with a view in Hotel Oderberger,8488840,Hotel & Stadtbad Oderberger,Pankow,Prenzlauer Berg Südwest,52.53671,13.40923,Entire home/apt,230,1,0,,,3,152
33509862,"Bright, cozy and quiet room in Stadtmitte!",252517578,Christian,Mitte,Regierungsviertel,52.50939,13.39025,Private room,37,2,6,2019-05-07,6,1,11
33509875,Wonderful private room in a cozy apartment,106267930,Jannis,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50434,13.46684,Private room,100,2,0,,,3,90
33511020,Cozy room in the heart of Friedrichshain,74097470,Valeria,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51003,13.45928,Private room,50,1,0,,,1,27
33511296,Berlin AND Countryside Safary AND relaxed sleeping,160684435,Eva,Steglitz - Zehlendorf,Teltower Damm,52.41233,13.25586,Private room,42,2,2,2019-04-22,2,1,335
33512140,Tower Studio inkl. breakfast in Hotel Oderberger,8488840,Hotel & Stadtbad Oderberger,Pankow,Prenzlauer Berg Südwest,52.53818,13.40976,Private room,185,1,1,2019-05-01,1,3,264
33512985,Große Zimmer in Reinickendorf / Wedding Zimmer 2,100143918,Steffen,Reinickendorf,Ost 1,52.56299,13.37698,Private room,25,2,1,2019-04-26,1,2,4
33514056,Wunderschöne Dachgeschosswohnung mit Terrasse,4002504,Nadine,Pankow,Karow,52.6155,13.49165,Entire home/apt,70,2,5,2019-05-12,5,1,77
33515665,"Lovely, cosy and central apartment",11146510,Chelsea,Mitte,Brunnenstr. Süd,52.53862,13.40213,Entire home/apt,46,4,0,,,1,0
33515936,Shiny Villa,228357137,Ahmet,Reinickendorf,Ost 2,52.56936,13.34606,Entire home/apt,60,3,2,2019-04-19,1.40,1,162
33517217,Room available in Berlin Neukoelln 27-29th April,224451299,Leander,Neukölln,Schillerpromenade,52.47774,13.42286,Private room,30,2,0,,,3,34
33520938,3-Ländereck,26192613,Kai,Treptow - Köpenick,Alt  Treptow,52.4905,13.44634,Entire home/apt,65,21,0,,,1,53
33521480,Cosy room in Berlin city,225245922,Daniel,Mitte,Osloer Straße,52.55399,13.39068,Private room,40,5,1,2019-04-09,0.83,1,0
33521775,Beautiful 3 Bedroom apt in the heart of Kreuzkölln,55799917,Mika,Neukölln,Reuterstraße,52.48708,13.43778,Entire home/apt,232,3,2,2019-04-28,2,1,132
33522880,Penthouse mit Ausblick und Stil,252608118,Enrico,Treptow - Köpenick,Adlershof,52.43569,13.55417,Entire home/apt,50,60,0,,,1,304
33526305,City-Panorama-Lounge,252615967,Manuela,Mitte,Regierungsviertel,52.51087,13.39912,Entire home/apt,52,90,0,,,1,275
33526621,"5 Star luxury, Perfect location @ Prenzlauer Berg",252625610,Tonny,Pankow,Helmholtzplatz,52.54154,13.41292,Entire home/apt,198,1,1,2019-05-05,1,1,0
33526753,Freshly renovated Neukölln style apartment,252623385,Flo,Neukölln,Rixdorf,52.47789,13.44513,Entire home/apt,52,1,8,2019-05-10,6.32,1,121
33535968,Minimalistic at Kollwitzkiez,248505079,Pit,Pankow,Prenzlauer Berg Südwest,52.53349,13.41393,Private room,40,2,4,2019-05-02,3.53,1,4
33536702,"Sonniges Studio im 5.OG mit Lift Balkon, Parkplatz",6612547,Monika,Tempelhof - Schöneberg,Schöneberg-Nord,52.49071,13.34556,Entire home/apt,90,61,0,,,2,280
33538120,Zimmer in einem gemütlichen Haus mit Garten,10605402,Franziska,Treptow - Köpenick,Köpenick-Nord,52.45928,13.58731,Private room,45,2,0,,,2,0
33539830,Zimmer in Berliner Altbau mit viel Grün,58953151,Anne,Treptow - Köpenick,Baumschulenweg,52.46812,13.49084,Private room,40,1,2,2019-04-27,2,1,20
33539998,Superior Apartment  im Thuringer Hof,231768189,Christina,Neukölln,Neuköllner Mitte/Zentrum,52.47998,13.43471,Entire home/apt,249,1,1,2019-04-14,1,6,137
33540900,"MODERN, COZY Apartment -new renovated and designed",135401571,Karolin,Mitte,Brunnenstr. Nord,52.54582,13.37642,Entire home/apt,79,5,2,2019-05-01,2,1,2
33541887,Traumhafte Altbauwohnung in Kreuzberg,252740499,Ulf,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49616,13.42611,Entire home/apt,85,1,8,2019-05-08,7.50,1,246
33542164,Apartment mit 2 Schlafzimmer im Thuringer Hof,231768189,Christina,Neukölln,Neuköllner Mitte/Zentrum,52.48089,13.43457,Entire home/apt,149,1,4,2019-04-22,3.24,6,161
33544257,1 BEDROOM HOME,151200,Simon,Pankow,Prenzlauer Berg Südwest,52.53965,13.41061,Entire home/apt,140,2,1,2019-05-03,1,6,331
33544815,Einzelzimmer Standard,244094333,Schlossbräu,Mitte,Osloer Straße,52.55854,13.38246,Private room,40,1,0,,,5,309
33549040,Pank-Share,37818310,Philipp,Mitte,Brunnenstr. Nord,52.54746,13.37561,Private room,60,29,0,,,1,234
33549580,Adorable appartement in the Center of Berlin-West,195456152,Renas,Tempelhof - Schöneberg,Friedenau,52.47181,13.33822,Entire home/apt,80,1,9,2019-05-13,9,2,16
33549709,Lovely & cozy room in the heart of Kreuzberg 26qm,144387641,Clara,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48938,13.42308,Private room,70,1,5,2019-05-05,5,1,67
33550162,Beautiful guest room in the heart of Berlin,10694447,Lilly,Mitte,Tiergarten Süd,52.50656,13.37616,Private room,70,1,2,2019-04-21,2,2,85
33550755,Central Flat in Berlin,252805983,Silvan,Charlottenburg-Wilm.,Wiesbadener Straße,52.47921,13.31227,Private room,75,1,0,,,1,0
33550908,Altbau Maisonette mit zwei Schlafzimmern in Mitte,16280732,Marcus,Pankow,Prenzlauer Berg Südwest,52.53067,13.40888,Entire home/apt,129,2,5,2019-05-06,5,1,23
33550950,Loft-alike penthouse apartment in the hippest area,882961,Micha,Mitte,Brunnenstr. Süd,52.53027,13.40528,Entire home/apt,160,2,2,2019-05-13,1.43,1,22
33551523,early summer in Prenzlauer Berg,7638060,Anne,Pankow,Helmholtzplatz,52.54505,13.42416,Entire home/apt,50,7,1,2019-04-08,0.81,1,104
33552040,Großes Zimmer im Grünen an der Spree,87559796,Vivien,Treptow - Köpenick,Oberschöneweide,52.46441,13.50639,Private room,32,2,2,2019-04-21,1.67,2,0
33553670,Wohnung Berlin Mitte/Nähe Hackischer Markt,7023585,Christian,Mitte,Brunnenstr. Süd,52.53498,13.40304,Entire home/apt,55,5,0,,,1,1
33553691,Schöne Altbauwohnung im Herzen von Berlin,201264348,Maisun,Treptow - Köpenick,Alt  Treptow,52.48989,13.45283,Entire home/apt,60,3,1,2019-04-26,1,1,24
33553894,Little room in nice apartment Schöneberg/free bike,8380901,Oliver,Tempelhof - Schöneberg,Schöneberg-Nord,52.49468,13.34644,Private room,29,1,8,2019-05-10,7.50,1,225
33553905,Bright apartment next to the train-station,252831202,Jonas,Lichtenberg,Neu Lichtenberg,52.50987,13.49838,Private room,25,1,2,2019-04-25,2,1,0
33553914,"Schönes, möblierte Zimmer im Herz von Neukölln",148531992,Veronika,Neukölln,Rixdorf,52.48104,13.43738,Private room,21,4,0,,,1,2
33555018,Minimalistic Flat in vibrant area,12073042,Nora,Pankow,Helmholtzplatz,52.54412,13.41724,Entire home/apt,90,1,5,2019-04-21,4.05,1,0
33555022,Bright and cozy room in Friedrichshain (15m2),115462471,Aylin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51475,13.45804,Private room,40,1,11,2019-05-04,8.25,2,0
33555696,Kant at the Castle,236337588,Finn,Charlottenburg-Wilm.,Neue Kantstraße,52.50723,13.29882,Entire home/apt,83,3,0,,,1,153
33565223,Super place to stay near Schönefeld,146514352,Oscar,Tempelhof - Schöneberg,Marienfelde,52.41058,13.3514,Shared room,31,1,2,2019-04-23,2,2,76
33566082,Cosy Flat in Prenzlauer Berg,252936081,AnKa,Pankow,Prenzlauer Berg Nord,52.55199,13.41729,Entire home/apt,73,2,0,,,1,18
33566472,Wunderschöne 2 Zimmerwohnung in Schloss nähe,252938718,Anna,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51987,13.30293,Entire home/apt,50,10,0,,,1,42
33567229,Hübsche Familienwohnung mit großem Balkon,6435317,Tatjana,Mitte,Brunnenstr. Süd,52.53391,13.40635,Entire home/apt,60,20,0,,,2,6
33567941,Schönes Zimmer in meiner 2 Zimmer Wohnung,75061922,Antonia,Tempelhof - Schöneberg,Friedenau,52.47413,13.32725,Private room,42,1,8,2019-05-09,5.71,1,0
33568475,Berlin Center Apartment,252949997,Pierre,Mitte,Tiergarten Süd,52.50857,13.36427,Entire home/apt,189,1,0,,,1,140
33569695,Einzelzimmer Komfort,244094333,Schlossbräu,Mitte,Osloer Straße,52.5594,13.3836,Private room,45,1,0,,,5,330
33569834,Doppelzimmer Economy,244094333,Schlossbräu,Mitte,Osloer Straße,52.5597,13.38325,Private room,44,1,0,,,5,283
33569970,Doppelzimmer Standard,244094333,Schlossbräu,Mitte,Osloer Straße,52.5588,13.38214,Private room,47,1,0,,,5,334
33570415,Kleine Unterkunft nähe Hauptbahnhof,191886015,Marie Charlotte,Mitte,Moabit Ost,52.5218,13.36074,Private room,40,3,0,,,2,47
33570690,Great place for short term,222378654,Oskar,Tempelhof - Schöneberg,Marienfelde,52.41149,13.34916,Shared room,25,1,1,2019-04-22,1,2,63
33572112,Bright room in quiet street,64028170,Leia,Neukölln,Köllnische Heide,52.46793,13.46119,Private room,20,1,2,2019-04-29,2,4,46
33572363,ROOM KREUZBERG GNEISENAUSTRASSE,24080199,Lena,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4942,13.39698,Private room,40,1,2,2019-04-21,2,1,6
33572409,Sunny & spacious home on Treptower Park,50904351,Alexander,Treptow - Köpenick,Plänterwald,52.48413,13.46868,Private room,64,2,4,2019-05-03,3.16,1,23
33572637,Spacious place in Kreuzkölln,159002202,Bibiana,Neukölln,Reuterstraße,52.49056,13.42898,Entire home/apt,70,3,0,,,1,96
33573621,Vermietet Zentrale Wohnung in Wedding,62231229,Waldemar,Mitte,Brunnenstr. Nord,52.54516,13.37201,Entire home/apt,94,7,0,,,1,0
33574008,ruhige Maisonettewohnung (DG) + Putzservice und TG,143702110,Karoline,Pankow,Prenzlauer Berg Süd,52.53547,13.42406,Entire home/apt,55,30,0,,,1,60
33579146,Bright minimalistic room in an old fabric building,29380000,Bianca,Mitte,Wedding Zentrum,52.54062,13.3505,Private room,33,2,0,,,1,2
33580665,Guardian with fantastic view,46357364,Vladimir,Mitte,Regierungsviertel,52.50966,13.39685,Entire home/apt,90,5,1,2019-05-04,1,3,134
33581667,Big Room In heart of Neukölln,803902,Dan,Neukölln,Neuköllner Mitte/Zentrum,52.48334,13.42833,Private room,45,2,4,2019-05-13,4,1,0
33583714,Gemütlichen wohnen in Friedrichshain,73311643,Ines,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51208,13.45338,Private room,25,2,2,2019-04-20,2,1,0
33584925,"Happy Days in the City
Altbau mit 2 Zimmern",253064185,Ines,Reinickendorf,West 4,52.56851,13.31296,Entire home/apt,65,2,2,2019-05-12,2,1,14
33585775,Modern Nest in the West,52932054,Gem,Charlottenburg-Wilm.,Kantstraße,52.51133,13.31543,Entire home/apt,70,2,1,2019-05-12,1,1,2
33586474,Big cozy bright privat flat in middel of Berlin,36697653,Jenni Lia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51224,13.46818,Entire home/apt,60,1,0,,,1,3
33586554,Bright Room in hip Neukölln with balcony,46288883,Olivia,Neukölln,Reuterstraße,52.49212,13.42999,Private room,42,1,4,2019-05-11,3.24,1,41
33599613,100qm & 3 Zimmer Apartement im Zentrum,253189253,Michel,Mitte,Moabit Ost,52.52749,13.34543,Entire home/apt,59,90,0,,,1,138
33601904,Altbauapartment im Zentrum,253201645,Christina,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47839,13.32966,Private room,80,2,0,,,1,22
33603008,Relaxing room in lively Friedrichshain,69960776,Arne,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51563,13.46543,Private room,35,2,9,2019-05-12,8.18,1,3
33603905,Central apartment in trendy Friedrichshain,108055193,Gô,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51462,13.47101,Entire home/apt,85,2,1,2019-04-21,1,1,6
33603957,Just a normal Bedroom for 2,12985714,Yan Jun,Mitte,Parkviertel,52.54981,13.35018,Private room,32,4,1,2019-04-14,1,2,0
33604366,Special pour les français,253179442,Arnaud,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50383,13.39313,Entire home/apt,152,1,2,2019-04-19,1.54,1,351
33605369,Spacious double room in the heart of Kreuzberg!,253234557,David,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5038,13.42698,Private room,39,3,1,2019-05-05,1,1,13
33605600,Unser Sommertip: 34 qm Zimmer mit Garten und Teich,808393,Oliver,Lichtenberg,Rummelsburger Bucht,52.49515,13.48453,Private room,27,21,0,,,3,71
33606912,Apartment at Wittenbergplatz with a Cinema,244175402,Benjamin,Mitte,Tiergarten Süd,52.50603,13.34626,Entire home/apt,80,3,2,2019-05-07,2,1,34
33607911,Cozy and bright 2 room Apartment in Berlin,252840488,Anastasios,Tempelhof - Schöneberg,Schöneberg-Süd,52.48155,13.35873,Entire home/apt,45,3,1,2019-04-19,1,1,67
33608166,Berlin Apartment 203,246780699,Sonya,Mitte,Alexanderplatz,52.52141,13.40855,Entire home/apt,250,2,4,2019-05-12,4,24,91
33608332,Berlin Apartment 201,246780699,Sonya,Mitte,Alexanderplatz,52.52249,13.40875,Entire home/apt,150,2,2,2019-05-06,2,24,143
33608506,Berlin Apartment 205,246780699,Sonya,Mitte,Alexanderplatz,52.5231,13.40873,Entire home/apt,150,2,3,2019-05-12,3,24,148
33608632,Berlin Apartment 301,246780699,Sonya,Mitte,Alexanderplatz,52.52287,13.40043,Private room,150,2,7,2019-05-13,6.18,24,138
33609003,Rent a cozy flat in Kreuzberg near the Spree River,120340563,Maria Elettra,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49551,13.41611,Entire home/apt,48,7,4,2019-05-03,4,1,5
33609883,Big sunny room in Friedrischain - near spree,55906434,Elisa,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4991,13.463,Private room,35,4,0,,,1,8
33610025,Perfect located apartment in Mitte,43165302,Pinar,Mitte,Brunnenstr. Süd,52.53036,13.40399,Entire home/apt,88,3,2,2019-04-29,2,1,17
33610323,Beautiful Private Room in Renovated Altbau,49951605,Daniel,Pankow,Prenzlauer Berg Süd,52.52981,13.4316,Private room,40,1,0,,,1,55
33613026,amazing altbau in the heart of berlin,45834397,Sheila,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5002,13.43588,Private room,55,1,1,2019-04-13,0.94,1,0
33613160,Quiet and cosy room in super central location,5476245,Lena,Pankow,Prenzlauer Berg Südwest,52.53881,13.41016,Private room,60,2,1,2019-04-21,1,2,0
33614184,Spacious 21m2 room with king bed in trendy area,52584863,Raúl,Neukölln,Schillerpromenade,52.47241,13.42457,Private room,40,1,3,2019-05-09,3,1,25
33615034,Lichtdurchflutetes 24m2 Zimmer in gepflegter WG,231609166,Carolina,Lichtenberg,Friedrichsfelde Nord,52.51178,13.50544,Private room,25,3,5,2019-05-10,4.17,1,11
33615879,A good flat mate in Schillerkiez,32629451,Masumi,Neukölln,Schillerpromenade,52.47761,13.42046,Private room,35,4,7,2019-05-09,5.68,1,8
33616398,Luxury room in Penthouse & spectacular riverviews,253329007,Michaela,Mitte,Alexanderplatz,52.51602,13.41103,Private room,190,2,2,2019-05-10,2,2,66
33623239,Bright Room in Moabit,68423363,Nino,Mitte,Moabit Ost,52.53078,13.35202,Private room,29,10,1,2019-05-11,1,1,21
33624461,Large private section in gorgeous apartment,1236510,Linn,Pankow,Prenzlauer Berg Süd,52.53374,13.425,Private room,150,3,1,2019-04-22,1,1,0
33624873,spacious room in artsy flat,6584851,Eva Blanca,Pankow,Helmholtzplatz,52.54665,13.41899,Private room,25,2,0,,,3,194
33626016,Luxurious big apartment in the heart of Berlin,11137304,Evy,Mitte,Regierungsviertel,52.50905,13.40363,Entire home/apt,80,4,1,2019-05-05,1,1,245
33627991,2 Zimmer Wohnung Potsdamer Platz/Gleisdreieck Park,102244274,Desiree,Mitte,Tiergarten Süd,52.5012,13.3707,Entire home/apt,145,3,0,,,1,132
33628148,BIG SUNNY ROOM,28853452,Daniele,Tempelhof - Schöneberg,Schöneberg-Süd,52.48137,13.34795,Private room,30,3,1,2019-04-14,1,2,6
33628192,Wunderschönes Hausboot für 4 Personen in Berlin,45526721,Benjamin,Treptow - Köpenick,Schmöckwitz/Karolinenhof/Rauchfangswerder,52.37942,13.65217,Entire home/apt,150,2,0,,,3,353
33628788,Luxury Apartment in Mitte,401446,Florian,Mitte,Regierungsviertel,52.51454,13.38664,Entire home/apt,107,30,0,,,4,88
33629741,Lush 2 Room Apartment,2955144,Jacob,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51016,13.45184,Private room,60,2,1,2019-04-22,1,1,39
33629834,Double/Twin Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49675,13.37903,Private room,150,1,0,,,42,363
33630282,"Light Apartment:sunshine, balcony,Charlottenburg",230403495,Helen,Charlottenburg-Wilm.,Wiesbadener Straße,52.47229,13.30799,Private room,56,1,6,2019-05-07,6,1,0
33630553,Double/Twin Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49897,13.37784,Private room,200,1,0,,,42,363
33630699,Lux. Apartment in Penthouse spectacular riverviews,253329007,Michaela,Mitte,Alexanderplatz,52.51489,13.4099,Entire home/apt,55,10,1,2019-04-22,1,2,6
33630703,Double/Twin Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49958,13.37726,Private room,200,1,0,,,42,363
33630842,Double/Twin Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49752,13.37886,Private room,200,1,0,,,42,363
33630945,Double/Twin Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49888,13.3773,Private room,200,1,0,,,42,363
33631054,Triple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49797,13.37955,Private room,200,1,0,,,42,363
33631188,Triple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49805,13.37797,Private room,200,1,0,,,42,363
33631309,Triple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49966,13.37782,Private room,200,1,0,,,42,363
33631483,Triple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49962,13.37899,Private room,200,1,0,,,42,363
33631556,Triple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49931,13.3786,Private room,400,1,0,,,42,363
33631642,Triple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49881,13.37927,Private room,400,1,0,,,42,363
33631726,Triple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49956,13.37786,Private room,200,1,0,,,42,363
33631783,Triple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49882,13.37929,Private room,200,1,0,,,42,363
33631949,Quarduple Room POTSDAMER PLATZ-MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49775,13.37928,Private room,300,1,0,,,42,363
33632277,Room in the heart of Berlin. AlexanderPlatz,104294246,Jazmin,Mitte,Alexanderplatz,52.52011,13.41044,Private room,22,2,1,2019-04-21,1,1,0
33632368,3 ROOM SUITE Hotel POTSDAMER PLATZ MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49628,13.38164,Private room,300,1,0,,,42,363
33632697,3 ROOM SUITE Hotel POTSDAMER PLATZ MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49918,13.3775,Private room,300,1,0,,,42,363
33632810,3 ROOM SUITE Hotel POTSDAMER PLATZ MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49893,13.37885,Private room,350,1,0,,,42,363
33632902,3 ROOM SUITE Hotel POTSDAMER PLATZ MITTE/KREUZBERG,54942921,Alina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49801,13.3794,Private room,300,1,0,,,42,363
33634335,Spacious Cosy  Home in central Berlin,1683396,Karine,Pankow,Prenzlauer Berg Ost,52.53962,13.43791,Entire home/apt,56,26,0,,,1,33
33634726,2-room cozy apartment in the heart of Neukolln,253470504,Konstantin,Neukölln,Rixdorf,52.4764,13.44787,Entire home/apt,80,6,3,2019-05-08,2.43,1,150
33635418,Architects Single-Flat,4209948,Theresa,Mitte,Wedding Zentrum,52.55469,13.36474,Entire home/apt,60,1,0,,,1,6
33637137,Cozy authentic flat in Berlin Wedding.,253489630,Paul,Mitte,Osloer Straße,52.56309,13.38904,Entire home/apt,99,3,0,,,1,0
33637191,Lieu adéquat,238278118,Ndoumbe,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.4209,13.1739,Shared room,50,30,0,,,3,362
33638613,Beautiful flat in the heart of Berlin,82634321,Frederic,Mitte,Brunnenstr. Süd,52.52883,13.39114,Entire home/apt,85,2,2,2019-05-05,2,1,2
33639563,Ruhige Lage,253511097,Peter,Reinickendorf,Ost 2,52.57874,13.34297,Private room,30,3,1,2019-04-28,1,1,1
33640273,Neukölln Industrial Style 2 Bathrms 3 Bedrms +A/C,253516076,Flo,Neukölln,Neuköllner Mitte/Zentrum,52.47843,13.43788,Entire home/apt,94,1,8,2019-05-12,7.50,1,112
33646888,Sunny rooftop room near huge park in hip location,1397885,Nelson,Neukölln,Schillerpromenade,52.47792,13.41923,Private room,29,1,3,2019-04-22,3,2,16
33647437,Big Room / amazing view / heart of Kreuzberg,53699937,Maike,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.49944,13.42278,Private room,42,2,0,,,2,10
33647817,Sonnige Wohnung beim grünen Plänterwald .,152021828,Sarah,Treptow - Köpenick,Plänterwald,52.47786,13.48402,Entire home/apt,70,2,0,,,1,3
33650466,Private room with loft bed- SHARED APARTMENT,708769,Sonja,Pankow,Prenzlauer Berg Südwest,52.53824,13.4195,Private room,55,3,1,2019-04-21,1,2,106
33650988,Nice guestroom in best location at Nollendorfplatz,253607769,Felix,Tempelhof - Schöneberg,Schöneberg-Nord,52.49832,13.35516,Private room,45,1,8,2019-05-10,8,1,45
33651831,Nice and cozy room in kreuzberg,24225592,Leticia,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50075,13.43666,Private room,40,5,1,2019-04-13,0.94,1,8
33652803,Double bed room in Kreuzberg,148898313,Ana,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49885,13.43683,Private room,40,2,1,2019-04-22,1,1,0
33653254,Spacious bright room in vibrant Kreuzberg,47157741,Marcel,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49784,13.42399,Private room,45,15,2,2019-05-12,2,1,254
